Age,Deck,Family_Size,Fare,Is_Married,Parch,PassengerId,Pclass,Sex,SibSp,Survived,Ticket,Ticket_Frequency,Title
4,M,1,0,0,0,321,3,male,0,0.0,A/5 21172,1,Mr
6,M,1,0,0,0,322,3,male,0,0.0,349219,1,Mr
6,M,1,1,0,0,323,2,female,0,1.0,234818,1,Miss/Mrs/Ms
4,M,3,2,1,1,324,2,female,1,1.0,248738,3,Miss/Mrs/Ms
4,M,11,3,0,2,325,3,male,8,0.0,CA. 2343,11,Mr
0,ABC,1,3,0,0,326,1,female,0,1.0,PC 17760,4,Miss/Mrs/Ms
3,M,1,0,0,0,327,3,male,0,0.0,345364,1,Mr
0,DE,1,1,1,0,328,2,female,0,1.0,28551,1,Miss/Mrs/Ms
6,M,3,2,1,1,329,3,female,1,1.0,363291,3,Miss/Mrs/Ms
5,ABC,2,3,0,1,330,1,female,0,1.0,111361,2,Miss/Mrs/Ms
4,M,3,2,0,0,331,3,female,2,1.0,367226,3,Miss/Mrs/Ms
0,ABC,1,2,0,0,332,1,male,0,0.0,113043,1,Mr
0,ABC,2,3,0,1,333,1,male,0,0.0,PC 17582,3,Mr
5,M,3,2,0,0,334,3,male,2,0.0,345764,2,Mr
0,M,2,3,1,0,335,1,female,1,1.0,PC 17611,2,Miss/Mrs/Ms
4,M,1,0,0,0,336,3,male,0,0.0,349225,1,Mr
6,ABC,2,3,0,0,337,1,male,1,0.0,113776,2,Mr
0,DE,1,3,0,0,338,1,female,0,1.0,16966,5,Miss/Mrs/Ms
0,M,1,1,0,0,339,3,male,0,1.0,7598,1,Mr
0,ABC,1,3,0,0,340,1,male,0,0.0,113784,1,Mr
1,FG,3,2,0,1,341,2,male,1,1.0,230080,3,Master
4,ABC,6,3,0,2,342,1,female,3,1.0,19950,6,Miss/Mrs/Ms
6,M,1,1,0,0,343,2,male,0,0.0,248740,1,Mr
4,M,1,1,0,0,344,2,male,0,0.0,244361,1,Mr
0,M,1,1,0,0,345,2,male,0,0.0,229236,1,Mr
4,FG,1,1,0,0,346,2,female,0,1.0,248733,1,Miss/Mrs/Ms
0,M,1,1,0,0,347,2,female,0,1.0,31418,1,Miss/Mrs/Ms
4,M,2,2,1,0,348,3,female,1,1.0,386525,2,Miss/Mrs/Ms
1,M,3,2,0,1,349,3,male,1,1.0,C.A. 37671,3,Master
0,M,1,1,0,0,350,3,male,0,0.0,315088,1,Mr
4,M,1,1,0,0,351,3,male,0,0.0,7267,1,Mr
0,ABC,1,3,0,0,352,1,male,0,0.0,113510,1,Mr
5,M,3,0,0,1,353,3,male,1,0.0,2695,1,Mr
4,M,2,2,0,0,354,3,male,1,0.0,349237,2,Mr
4,M,1,0,0,0,355,3,male,0,0.0,2647,1,Mr
6,M,1,1,0,0,356,3,male,0,0.0,345783,1,Mr
4,DE,2,3,0,1,357,1,female,0,1.0,113505,2,Miss/Mrs/Ms
0,M,1,1,0,0,358,2,female,0,0.0,237671,1,Miss/Mrs/Ms
4,M,1,0,0,0,359,3,female,0,1.0,330931,1,Miss/Mrs/Ms
4,M,1,0,0,0,360,3,female,0,1.0,330980,1,Miss/Mrs/Ms
0,M,6,2,0,4,361,3,male,1,0.0,347088,6,Mr
6,M,2,2,0,0,362,2,male,1,0.0,SC/PARIS 2167,2,Mr
0,M,2,1,1,1,363,3,female,0,0.0,2691,2,Miss/Mrs/Ms
6,M,1,0,0,0,364,3,male,0,0.0,SOTON/O.Q. 3101310,1,Mr
4,M,2,2,0,0,365,3,male,1,0.0,370365,2,Mr
6,M,1,0,0,0,366,3,male,0,0.0,C 7076,1,Mr
0,DE,2,3,1,0,367,1,female,1,1.0,110813,2,Miss/Mrs/Ms
4,M,1,0,1,0,368,3,female,0,1.0,2626,1,Miss/Mrs/Ms
4,M,1,0,0,0,369,3,female,0,1.0,14313,1,Miss/Mrs/Ms
4,ABC,1,3,0,0,370,1,female,0,1.0,PC 17477,2,Miss/Mrs/Ms
4,DE,2,3,0,0,371,1,male,1,1.0,11765,2,Mr
5,M,2,0,0,0,372,3,male,1,0.0,3101267,1,Mr
4,M,1,1,0,0,373,3,male,0,0.0,323951,1,Mr
4,M,1,3,0,0,374,1,male,0,0.0,PC 17760,4,Mr
1,M,5,2,0,1,375,3,female,3,0.0,349909,5,Miss/Mrs/Ms
0,M,2,3,1,0,376,1,female,1,1.0,PC 17604,2,Miss/Mrs/Ms
4,M,1,0,0,0,377,3,female,0,1.0,C 7077,1,Miss/Mrs/Ms
6,ABC,3,3,0,2,378,1,male,0,0.0,113503,5,Mr
4,M,1,0,0,0,379,3,male,0,0.0,2648,1,Mr
4,M,1,0,0,0,380,3,male,0,0.0,347069,1,Mr
0,M,1,3,0,0,381,1,female,0,1.0,PC 17757,5,Miss/Mrs/Ms
1,M,3,2,0,2,382,3,female,0,1.0,2653,3,Miss/Mrs/Ms
6,M,1,0,0,0,383,3,male,0,0.0,STON/O 2. 3101293,1,Mr
6,M,2,3,1,0,384,1,female,1,1.0,113789,2,Miss/Mrs/Ms
4,M,1,0,0,0,385,3,male,0,0.0,349227,1,Mr
5,M,1,3,0,0,386,2,male,0,0.0,S.O.C. 14879,7,Mr
1,M,8,3,0,2,387,3,male,5,0.0,CA 2144,8,Master
0,M,1,1,0,0,388,2,female,0,1.0,27849,1,Miss/Mrs/Ms
4,M,1,0,0,0,389,3,male,0,0.0,367655,1,Mr
5,M,1,1,0,0,390,2,female,0,1.0,SC 1748,1,Miss/Mrs/Ms
0,ABC,4,3,0,2,391,1,male,1,1.0,113760,4,Mr
4,M,1,0,0,0,392,3,male,0,1.0,350034,1,Mr
6,M,3,0,0,0,393,3,male,2,0.0,3101277,1,Mr
4,DE,2,3,0,0,394,1,female,1,1.0,35273,3,Miss/Mrs/Ms
4,FG,3,2,1,2,395,3,female,0,1.0,PP 9549,3,Miss/Mrs/Ms
4,M,1,0,0,0,396,3,male,0,0.0,350052,1,Mr
6,M,1,0,0,0,397,3,female,0,0.0,350407,1,Miss/Mrs/Ms
0,M,1,2,0,0,398,2,male,0,0.0,28403,2,Mr
4,M,1,1,0,0,399,2,male,0,0.0,244278,1,Dr/Military/Noble/Clergy
6,M,1,1,1,0,400,2,female,0,1.0,240929,1,Miss/Mrs/Ms
0,M,1,0,0,0,401,3,male,0,1.0,STON/O 2. 3101289,1,Mr
6,M,1,1,0,0,402,3,male,0,0.0,341826,1,Mr
4,M,2,1,0,0,403,3,female,1,0.0,4137,1,Miss/Mrs/Ms
6,M,2,2,0,0,404,3,male,1,0.0,STON/O2. 3101279,2,Mr
4,M,1,1,0,0,405,3,female,0,0.0,315096,1,Miss/Mrs/Ms
6,M,2,2,0,0,406,2,male,1,0.0,28664,2,Mr
0,M,1,0,0,0,407,3,male,0,0.0,347064,1,Mr
1,M,3,2,0,1,408,2,male,1,1.0,29106,3,Master
4,M,1,0,0,0,409,3,male,0,0.0,312992,1,Mr
4,M,5,2,0,1,410,3,female,3,0.0,4133,5,Miss/Mrs/Ms
4,M,1,0,0,0,411,3,male,0,0.0,349222,1,Mr
4,M,1,0,0,0,412,3,male,0,0.0,394140,1,Mr
6,ABC,2,3,0,0,413,1,female,1,1.0,19928,3,Miss/Mrs/Ms
6,M,1,4,0,0,414,2,male,0,0.0,239853,3,Mr
0,M,1,0,0,0,415,3,male,0,1.0,STON/O 2. 3101269,1,Mr
4,M,1,1,1,0,416,3,female,0,0.0,343095,1,Miss/Mrs/Ms
6,M,3,3,1,1,417,2,female,1,1.0,28220,3,Miss/Mrs/Ms
5,M,3,1,0,2,418,2,female,0,1.0,250652,1,Miss/Mrs/Ms
6,M,1,1,0,0,419,2,male,0,0.0,28228,1,Mr
2,M,3,2,0,2,420,3,female,0,0.0,345773,3,Miss/Mrs/Ms
4,M,1,0,0,0,421,3,male,0,0.0,349254,1,Mr
4,M,1,0,0,0,422,3,male,0,0.0,A/5. 13032,1,Mr
6,M,1,0,0,0,423,3,male,0,0.0,315082,1,Mr
6,M,3,1,1,1,424,3,female,1,0.0,347080,3,Miss/Mrs/Ms
5,M,3,2,0,1,425,3,male,1,0.0,370129,3,Mr
4,M,1,0,0,0,426,3,male,0,0.0,A/4. 34244,1,Mr
6,M,2,2,1,0,427,2,female,1,1.0,2003,2,Miss/Mrs/Ms
4,M,1,2,0,0,428,2,female,0,1.0,250655,2,Miss/Mrs/Ms
4,M,1,0,0,0,429,3,male,0,0.0,364851,1,Mr
6,DE,1,1,0,0,430,3,male,0,1.0,SOTON/O.Q. 392078,1,Mr
6,ABC,1,2,0,0,431,1,male,0,1.0,110564,1,Mr
4,M,2,2,1,0,432,3,female,1,1.0,376564,2,Miss/Mrs/Ms
0,M,2,2,1,0,433,2,female,1,1.0,SC/AH 3085,2,Miss/Mrs/Ms
5,M,1,0,0,0,434,3,male,0,0.0,STON/O 2. 3101274,1,Mr
0,DE,2,3,0,0,435,1,male,1,0.0,13507,2,Mr
5,ABC,4,3,0,2,436,1,female,1,1.0,113760,4,Miss/Mrs/Ms
4,M,5,3,0,2,437,3,female,2,0.0,W./C. 6608,5,Miss/Mrs/Ms
4,M,6,2,1,3,438,2,female,2,1.0,29106,3,Miss/Mrs/Ms
3,ABC,6,3,0,4,439,1,male,1,0.0,19950,6,Mr
6,M,1,1,0,0,440,2,male,0,0.0,C.A. 18723,1,Mr
0,M,3,2,1,1,441,2,female,1,1.0,F.C.C. 13529,3,Miss/Mrs/Ms
4,M,1,1,0,0,442,3,male,0,0.0,345769,1,Mr
4,M,2,0,0,0,443,3,male,1,0.0,347076,1,Mr
6,M,1,1,0,0,444,2,female,0,1.0,230434,1,Miss/Mrs/Ms
4,M,1,1,0,0,445,3,male,0,1.0,65306,1,Mr
1,ABC,3,3,0,2,446,1,male,0,1.0,33638,3,Master
5,M,2,2,0,1,447,2,female,0,1.0,250644,2,Miss/Mrs/Ms
6,M,1,2,0,0,448,1,male,0,1.0,113794,1,Mr
1,M,4,2,0,1,449,3,female,2,1.0,2666,4,Miss/Mrs/Ms
0,ABC,1,2,0,0,450,1,male,0,1.0,113786,1,Dr/Military/Noble/Clergy
0,M,4,2,0,2,451,2,male,1,0.0,C.A. 34651,4,Mr
4,M,2,2,0,0,452,3,male,1,0.0,65303,1,Mr
6,ABC,1,2,0,0,453,1,male,0,0.0,113051,1,Mr
0,ABC,2,3,0,0,454,1,male,1,1.0,17453,2,Mr
4,M,1,1,0,0,455,3,male,0,0.0,A/5 2817,1,Mr
6,M,1,0,0,0,456,3,male,0,1.0,349240,1,Mr
3,DE,1,2,0,0,457,1,male,0,0.0,13509,1,Mr
0,DE,2,3,1,0,458,1,female,1,1.0,17464,2,Miss/Mrs/Ms
0,M,1,1,0,0,459,2,female,0,1.0,F.C.C. 13531,1,Miss/Mrs/Ms
4,M,1,0,0,0,460,3,male,0,0.0,371060,1,Mr
0,DE,1,2,0,0,461,1,male,0,1.0,19952,1,Mr
6,M,1,1,0,0,462,3,male,0,0.0,364506,1,Mr
0,DE,1,3,0,0,463,1,male,0,0.0,111320,1,Mr
0,M,1,1,0,0,464,2,male,0,0.0,234360,1,Mr
4,M,1,1,0,0,465,3,male,0,0.0,A/S 2816,1,Mr
0,M,1,0,0,0,466,3,male,0,0.0,SOTON/O.Q. 3101306,1,Mr
6,M,1,4,0,0,467,2,male,0,0.0,239853,3,Mr
0,M,1,2,0,0,468,1,male,0,0.0,113792,1,Mr
4,M,1,0,0,0,469,3,male,0,0.0,36209,1,Mr
1,M,4,2,0,1,470,3,female,2,1.0,2666,4,Miss/Mrs/Ms
4,M,1,0,0,0,471,3,male,0,0.0,323592,1,Mr
0,M,1,1,0,0,472,3,male,0,0.0,315089,1,Mr
6,M,4,2,1,2,473,2,female,1,1.0,C.A. 34651,4,Miss/Mrs/Ms
4,DE,1,1,1,0,474,2,female,0,1.0,SC/AH Basle 541,1,Miss/Mrs/Ms
4,M,1,1,0,0,475,3,female,0,0.0,7553,1,Miss/Mrs/Ms
0,ABC,1,3,0,0,476,1,male,0,0.0,110465,2,Mr
6,M,2,2,0,0,477,2,male,1,0.0,31027,2,Mr
6,M,2,0,0,0,478,3,male,1,0.0,3460,1,Mr
4,M,1,0,0,0,479,3,male,0,0.0,350060,1,Mr
1,M,2,1,0,1,480,3,female,0,1.0,3101298,2,Miss/Mrs/Ms
2,M,8,3,0,2,481,3,male,5,0.0,CA 2144,8,Master
6,M,1,4,0,0,482,2,male,0,0.0,239854,1,Mr
0,M,1,1,0,0,483,3,male,0,0.0,A/5 3594,1,Mr
3,M,1,1,1,0,484,3,female,0,1.0,4134,1,Miss/Mrs/Ms
4,ABC,2,3,0,0,485,1,male,1,1.0,11967,2,Mr
4,M,5,2,0,1,486,3,female,3,0.0,4133,5,Miss/Mrs/Ms
6,ABC,2,3,1,0,487,1,female,1,1.0,19943,2,Miss/Mrs/Ms
0,ABC,1,2,0,0,488,1,male,0,0.0,11771,1,Mr
6,M,1,1,0,0,489,3,male,0,0.0,A.5. 18509,1,Mr
2,M,3,2,0,1,490,3,male,1,1.0,C.A. 37671,3,Master
4,M,2,2,0,0,491,3,male,1,0.0,65304,1,Mr
4,M,1,0,0,0,492,3,male,0,0.0,SOTON/OQ 3101317,1,Mr
0,ABC,1,2,0,0,493,1,male,0,0.0,113787,1,Mr
3,M,1,3,0,0,494,1,male,0,0.0,PC 17609,1,Mr
4,M,1,1,0,0,495,3,male,0,0.0,A/4 45380,1,Mr
4,M,1,1,0,0,496,3,male,0,0.0,2627,2,Mr
0,DE,2,3,0,0,497,1,female,1,1.0,36947,2,Miss/Mrs/Ms
4,M,1,2,0,0,498,3,male,0,0.0,C.A. 6212,2,Mr
4,ABC,4,3,1,2,499,1,female,1,0.0,113781,6,Miss/Mrs/Ms
4,M,1,0,0,0,500,3,male,0,0.0,350035,1,Mr
5,M,1,1,0,0,501,3,male,0,0.0,315086,1,Mr
4,M,1,0,0,0,502,3,female,0,0.0,364846,1,Miss/Mrs/Ms
4,M,1,0,0,0,503,3,female,0,0.0,330909,1,Miss/Mrs/Ms
0,M,1,1,0,0,504,3,female,0,0.0,4135,1,Miss/Mrs/Ms
5,ABC,1,3,0,0,505,1,female,0,1.0,110152,3,Miss/Mrs/Ms
5,ABC,2,3,0,0,506,1,male,1,0.0,PC 17758,3,Mr
6,M,3,2,1,2,507,2,female,0,1.0,26360,3,Miss/Mrs/Ms
0,M,1,2,0,0,508,1,male,0,1.0,111427,1,Mr
6,M,1,2,0,0,509,3,male,0,0.0,C 4001,3,Mr
6,M,1,3,0,0,510,3,male,0,1.0,1601,8,Mr
6,M,1,0,0,0,511,3,male,0,1.0,382651,1,Mr
4,M,1,1,0,0,512,3,male,0,0.0,SOTON/OQ 3101316,1,Mr
0,DE,1,2,0,0,513,1,male,0,1.0,PC 17473,1,Mr
0,M,2,3,1,0,514,1,female,1,1.0,PC 17603,2,Miss/Mrs/Ms
4,M,1,0,0,0,515,3,male,0,0.0,349209,1,Mr
0,DE,1,3,0,0,516,1,male,0,0.0,36967,1,Mr
6,FG,1,1,1,0,517,2,female,0,1.0,C.A. 34260,1,Miss/Mrs/Ms
4,M,1,2,0,0,518,3,male,0,0.0,371110,3,Mr
0,M,2,2,1,0,519,2,female,1,1.0,226875,2,Miss/Mrs/Ms
6,M,1,0,0,0,520,3,male,0,0.0,349242,1,Mr
6,ABC,1,3,0,0,521,1,female,0,1.0,12749,4,Miss/Mrs/Ms
4,M,1,0,0,0,522,3,male,0,0.0,349252,1,Mr
4,M,1,0,0,0,523,3,male,0,0.0,2624,1,Mr
0,ABC,2,3,1,1,524,1,female,0,1.0,111361,2,Miss/Mrs/Ms
4,M,1,0,0,0,525,3,male,0,0.0,2700,1,Mr
0,M,1,0,0,0,526,3,male,0,0.0,367232,1,Mr
0,M,1,1,0,0,527,2,female,0,1.0,W./C. 14258,1,Miss/Mrs/Ms
0,ABC,1,3,0,0,528,1,male,0,0.0,PC 17483,4,Mr
0,M,1,0,0,0,529,3,male,0,0.0,3101296,1,Mr
4,M,4,1,0,1,530,2,male,2,0.0,29104,1,Mr
1,M,3,2,0,1,531,2,female,1,1.0,26360,3,Miss/Mrs/Ms
4,M,1,0,0,0,532,3,male,0,0.0,2641,1,Mr
5,M,3,0,0,1,533,3,male,1,0.0,2690,1,Mr
4,M,3,2,1,2,534,3,female,0,1.0,2668,3,Miss/Mrs/Ms
6,M,1,1,0,0,535,3,female,0,0.0,315084,1,Miss/Mrs/Ms
2,M,3,2,0,2,536,2,female,0,1.0,F.C.C. 13529,3,Miss/Mrs/Ms
0,ABC,1,2,0,0,537,1,male,0,0.0,113050,1,Dr/Military/Noble/Clergy
6,M,1,3,0,0,538,1,female,0,1.0,PC 17761,3,Miss/Mrs/Ms
4,M,1,1,0,0,539,3,male,0,0.0,364498,2,Mr
4,ABC,3,3,0,2,540,1,female,0,1.0,13568,1,Miss/Mrs/Ms
0,ABC,3,3,0,2,541,1,female,0,1.0,WE/P 5735,2,Miss/Mrs/Ms
2,M,7,3,0,2,542,3,female,4,0.0,347082,7,Miss/Mrs/Ms
2,M,7,3,0,2,543,3,female,4,0.0,347082,7,Miss/Mrs/Ms
6,M,2,2,0,0,544,2,male,1,1.0,2908,2,Mr
0,ABC,2,3,0,0,545,1,male,1,0.0,PC 17761,3,Mr
3,M,1,2,0,0,546,1,male,0,0.0,693,1,Mr
4,M,2,2,1,0,547,2,female,1,1.0,2908,2,Miss/Mrs/Ms
6,M,1,1,0,0,548,2,male,0,1.0,SC/PARIS 2146,1,Mr
6,M,3,2,0,1,549,3,male,1,0.0,363291,3,Mr
2,M,3,3,0,1,550,2,male,1,1.0,C.A. 33112,4,Master
5,ABC,3,3,0,2,551,1,male,0,1.0,17421,4,Mr
6,M,1,2,0,0,552,2,male,0,0.0,244358,2,Mr
4,M,1,0,0,0,553,3,male,0,0.0,330979,1,Mr
4,M,1,0,0,0,554,3,male,0,1.0,2620,1,Mr
4,M,1,0,0,0,555,3,female,0,1.0,347085,1,Miss/Mrs/Ms
3,M,1,2,0,0,556,1,male,0,0.0,113807,1,Mr
0,ABC,2,3,0,0,557,1,female,1,1.0,11755,1,Miss/Mrs/Ms
0,M,1,3,0,0,558,1,male,0,0.0,PC 17757,5,Mr
0,DE,3,3,1,1,559,1,female,1,1.0,110413,3,Miss/Mrs/Ms
0,M,2,2,1,0,560,3,female,1,1.0,345572,2,Miss/Mrs/Ms
4,M,1,0,0,0,561,3,male,0,0.0,372622,1,Mr
0,M,1,0,0,0,562,3,male,0,0.0,349251,1,Mr
6,M,1,1,0,0,563,2,male,0,0.0,218629,1,Mr
4,M,1,1,0,0,564,3,male,0,0.0,SOTON/OQ 392082,1,Mr
4,M,1,1,0,0,565,3,female,0,0.0,SOTON/O.Q. 392087,1,Miss/Mrs/Ms
4,M,3,2,0,0,566,3,male,2,0.0,A/4 48871,3,Mr
4,M,1,0,0,0,567,3,male,0,0.0,349205,1,Mr
6,M,5,2,1,4,568,3,female,0,0.0,349909,5,Miss/Mrs/Ms
4,M,1,0,0,0,569,3,male,0,0.0,2686,1,Mr
6,M,1,0,0,0,570,3,male,0,1.0,350417,1,Mr
3,M,1,1,0,0,571,2,male,0,1.0,S.W./PP 752,1,Mr
0,ABC,3,3,1,0,572,1,female,2,1.0,11769,2,Miss/Mrs/Ms
0,DE,1,2,0,0,573,1,male,0,1.0,PC 17474,1,Mr
4,M,1,0,0,0,574,3,female,0,1.0,14312,1,Miss/Mrs/Ms
5,M,1,1,0,0,575,3,male,0,0.0,A/4. 20589,1,Mr
4,M,1,1,0,0,576,3,male,0,0.0,358585,2,Mr
6,M,1,1,0,0,577,2,female,0,1.0,243880,1,Miss/Mrs/Ms
0,DE,2,3,1,0,578,1,female,1,1.0,13507,2,Miss/Mrs/Ms
4,M,2,1,1,0,579,3,female,1,0.0,2689,2,Miss/Mrs/Ms
6,M,1,0,0,0,580,3,male,0,1.0,STON/O 2. 3101286,1,Mr
4,M,3,2,0,1,581,2,female,1,1.0,237789,2,Miss/Mrs/Ms
0,ABC,3,3,1,1,582,1,female,1,1.0,17421,4,Miss/Mrs/Ms
0,M,1,2,0,0,583,2,male,0,0.0,28403,2,Mr
0,ABC,1,3,0,0,584,1,male,0,0.0,13049,1,Mr
4,M,1,1,0,0,585,3,male,0,0.0,3411,1,Mr
5,DE,3,3,0,2,586,1,female,0,1.0,110413,3,Miss/Mrs/Ms
0,M,1,1,0,0,587,2,male,0,0.0,237565,1,Mr
0,ABC,3,3,0,1,588,1,male,1,1.0,13567,2,Mr
4,M,1,1,0,0,589,3,male,0,0.0,14973,1,Mr
4,M,1,1,0,0,590,3,male,0,0.0,A./5. 3235,1,Mr
6,M,1,0,0,0,591,3,male,0,0.0,STON/O 2. 3101273,1,Mr
0,DE,2,3,1,0,592,1,female,1,1.0,36947,2,Miss/Mrs/Ms
0,M,1,0,0,0,593,3,male,0,0.0,A/5 3902,1,Mr
4,M,3,0,0,2,594,3,female,0,0.0,364848,1,Miss/Mrs/Ms
0,M,2,2,0,0,595,2,male,1,0.0,SC/AH 29037,2,Mr
0,M,3,2,0,1,596,3,male,1,0.0,345773,3,Mr
6,M,1,3,0,0,597,2,female,0,1.0,248727,3,Miss/Mrs/Ms
0,M,1,4,0,0,598,3,male,0,0.0,LINE,4,Mr
4,M,1,0,0,0,599,3,male,0,0.0,2664,1,Mr
0,ABC,2,3,0,0,600,1,male,1,1.0,PC 17485,2,Dr/Military/Noble/Clergy
4,M,4,2,1,1,601,2,female,2,1.0,243847,2,Miss/Mrs/Ms
4,M,1,0,0,0,602,3,male,0,0.0,349214,1,Mr
0,M,1,3,0,0,603,1,male,0,0.0,113796,2,Mr
0,M,1,1,0,0,604,3,male,0,0.0,364511,1,Mr
6,M,1,2,0,0,605,1,male,0,1.0,111426,1,Mr
0,M,2,2,0,0,606,3,male,1,0.0,349910,2,Mr
6,M,1,0,0,0,607,3,male,0,0.0,349246,1,Mr
6,M,1,2,0,0,608,1,male,0,1.0,113804,1,Mr
4,M,4,3,1,2,609,2,female,1,1.0,SC/Paris 2123,4,Miss/Mrs/Ms
0,ABC,1,3,0,0,610,1,female,0,1.0,PC 17582,3,Miss/Mrs/Ms
0,M,7,3,1,5,611,3,female,1,0.0,347082,7,Miss/Mrs/Ms
4,M,1,0,0,0,612,3,male,0,0.0,SOTON/O.Q. 3101305,1,Mr
4,M,2,2,0,0,613,3,female,1,1.0,367230,2,Miss/Mrs/Ms
4,M,1,0,0,0,614,3,male,0,0.0,370377,1,Mr
6,M,1,1,0,0,615,3,male,0,0.0,364512,1,Mr
4,M,4,3,0,2,616,2,female,1,1.0,220845,5,Miss/Mrs/Ms
6,M,3,1,0,1,617,3,male,1,0.0,347080,3,Mr
6,M,2,2,1,0,618,3,female,1,0.0,A/5. 3336,2,Miss/Mrs/Ms
1,FG,4,3,0,1,619,2,female,2,1.0,230136,4,Miss/Mrs/Ms
6,M,1,1,0,0,620,2,male,0,0.0,31028,1,Mr
6,M,2,1,0,0,621,3,male,1,0.0,2659,2,Mr
0,DE,2,3,0,0,622,1,male,1,1.0,11753,2,Mr
4,M,3,2,0,1,623,3,male,1,1.0,2653,3,Mr
4,M,1,0,0,0,624,3,male,0,0.0,350029,1,Mr
4,M,1,2,0,0,625,3,male,0,0.0,54636,2,Mr
3,DE,1,3,0,0,626,1,male,0,0.0,36963,1,Mr
0,M,1,1,0,0,627,2,male,0,0.0,219533,1,Dr/Military/Noble/Clergy
4,DE,1,3,0,0,628,1,female,0,1.0,13502,3,Miss/Mrs/Ms
6,M,1,0,0,0,629,3,male,0,0.0,349224,1,Mr
4,M,1,0,0,0,630,3,male,0,0.0,334912,1,Mr
3,ABC,1,2,0,0,631,1,male,0,1.0,27042,1,Mr
0,M,1,0,0,0,632,3,male,0,0.0,347743,1,Mr
6,ABC,1,2,0,0,633,1,male,0,1.0,13214,1,Dr/Military/Noble/Clergy
0,M,1,4,0,0,634,1,male,0,0.0,112052,1,Mr
2,M,6,2,0,2,635,3,female,3,0.0,347088,6,Miss/Mrs/Ms
6,M,1,1,0,0,636,2,female,0,1.0,237668,1,Miss/Mrs/Ms
6,M,1,0,0,0,637,3,male,0,0.0,STON/O 2. 3101292,1,Mr
6,M,3,2,0,1,638,2,male,1,0.0,C.A. 31921,3,Mr
0,M,6,3,1,5,639,3,female,0,0.0,3101295,7,Miss/Mrs/Ms
4,M,2,2,0,0,640,3,male,1,0.0,376564,2,Mr
4,M,1,0,0,0,641,3,male,0,0.0,350050,1,Mr
4,ABC,1,3,0,0,642,1,female,0,1.0,PC 17477,2,Miss/Mrs/Ms
